Order, SmallGroup_ID, StructureDescription, CenterSize
304,33,"Q8 x D38",2
304,41,"C2 x C2 x C2 x D38",8
306,3,"D306",1
306,9,"(C3 x C3) : D34",1
308,5,"D14 x D22",1
308,8,"D308",2
310,5,"D310",1
312,37,"C3 : (C13 : Q8)",2
312,39,"D312",2
312,54,"C2 x S3 x D26",2
312,60,"C2 x C2 x D78",4
314,1,"D314",1
316,3,"D316",2
318,3,"D318",1
320,6,"D320",2
320,8,"C5 : Q64",2
320,309,"C5 : (C8 : Q8)",4
320,322,"C5 : ((C2 x D16) : C2)",4
320,326,"C5 : (C4 : Q16)",4
320,529,"C2 x D160",4
320,532,"C2 x (C5 : Q32)",4
320,537,"D32 x D10",2
320,544,"Q32 x D10",2
320,1140,"C2 x (C5 : (C4 : Q8))",8
320,1147,"C2 x (C5 : ((C4 x C4) : C2))",8
320,1209,"D8 x (C5 : Q8)",4
320,1221,"D8 x D40",4
320,1238,"Q8 x (C5 : Q8)",4
320,1247,"Q8 x D40",4
320,1260,"((C2 x C2 x C2 x C2) : C2) x D10",4
320,1386,"((C4 x C4) : C2) x D10",4
320,1395,"(C4 : Q8) x D10",4
320,1412,"C2 x C2 x D80",8
320,1414,"C2 x C2 x (C5 : Q16)",8
320,1424,"C5 : ((C2 x D16) : C2)",2
320,1425,"C5 : (((C8 x C2) : C2) : C2)",2
320,1426,"C2 x D16 x D10",4
320,1435,"C2 x Q16 x D10",4
320,1441,"C5 : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
320,1443,"C5 : (((C2 x Q8) : C2) : C2)",2
320,1608,"C2 x C2 x C2 x (C5 : Q8)",16
320,1610,"C2 x C2 x C2 x D40",16
320,1612,"C2 x C2 x D8 x D10",8
320,1615,"C2 x C2 x Q8 x D10",8
320,1619,"C2 x (C5 : ((C2 x C2 x C2) : (C2 x C2)))",4
320,1620,"C2 x (C5 : ((C2 x Q8) : C2))",4
320,1622,"((C2 x C2 x C2) : (C2 x C2)) x D10",2
320,1624,"((C2 x Q8) : C2) x D10",2
320,1636,"C2 x (((C2 x C2 x C2 x C2) : C5) : C2)",2
320,1639,"C2 x C2 x C2 x C2 x C2 x D10",32
322,3,"D322",1
324,4,"D324",2
324,36,"D18 x D18",1
324,38,"S3 x D54",1
324,74,"C2 x ((C9 x C9) : C2)",2
324,76,"C2 x ((C27 x C3) : C2)",2
324,119,"((C3 x C3) : C2) x D18",1
324,120,"S3 x ((C9 x C3) : C2)",1
324,149,"C2 x ((C9 x C3 x C3) : C2)",2
324,168,"((C3 x C3 x C3) : C2) x S3",1
324,169,"((C3 x C3) : C2) x ((C3 x C3) : C2)",1
324,175,"C2 x ((C3 x C3 x C3 x C3) : C2)",2
326,1,"D326",1
328,4,"C41 : Q8",2
328,6,"D328",2
328,14,"C2 x C2 x D82",4
330,11,"D330",1
332,3,"D332",2
334,1,"D334",1
336,93,"D336",2
336,94,"C3 : (C7 : Q16)",2
336,137,"(C3 : Q8) x D14",2
336,140,"S3 x (C7 : Q8)",2
336,148,"D24 x D14",2
336,149,"S3 x D56",2
336,194,"C2 x (C3 : (C7 : Q8))",4
336,196,"C2 x D168",4
336,198,"D8 x D42",2
336,200,"Q8 x D42",2
336,212,"D14 x S4",1
336,219,"C2 x C2 x S3 x D14",4
336,227,"C2 x C2 x C2 x D42",8
338,1,"D338",1
338,4,"(C13 x C13) : C2",1
340,11,"D10 x D34",1
340,14,"D340",2
342,5,"D342",1
342,17,"(C3 x C3) : D38",1
344,3,"C43 : Q8",2
344,5,"D344",2
344,11,"C2 x C2 x D86",4
346,1,"D346",1
348,7,"S3 x D58",1
348,11,"D348",2
350,3,"D350",1
350,9,"(C5 x C5) : D14",1
352,5,"D352",2
352,7,"C11 : Q32",2
352,64,"C11 : (C4 : Q8)",4
352,69,"C11 : ((C4 x C4) : C2)",4
352,98,"C2 x D176",4
352,100,"C2 x (C11 : Q16)",4
352,105,"D16 x D22",2
352,112,"Q16 x D22",2
352,173,"C2 x C2 x (C11 : Q8)",8
352,175,"C2 x C2 x D88",8
352,177,"C2 x D8 x D22",4
352,180,"C2 x Q8 x D22",4
352,184,"C11 : ((C2 x C2 x C2) : (C2 x C2))",2
352,185,"C11 : ((C2 x Q8) : C2)",2
352,194,"C2 x C2 x C2 x C2 x D22",16
354,3,"D354",1
356,4,"D356",2
358,1,"D358",1
360,25,"C9 : (C5 : Q8)",2
360,27,"D360",2
360,45,"C2 x D10 x D18",2
360,49,"C2 x C2 x D90",4
360,110,"(C3 x C3) : (C5 : Q8)",2
360,112,"(C3 x C3) : D40",2
360,137,"S3 x S3 x D10",1
360,152,"C2 x (((C3 x C3) : C2) x D10)",2
360,154,"C2 x S3 x D30",2
360,161,"C2 x C2 x ((C15 x C3) : C2)",4
362,1,"D362",1
364,7,"D14 x D26",1
364,10,"D364",2
366,5,"D366",1
368,6,"D368",2
368,7,"C23 : Q16",2
368,27,"C2 x (C23 : Q8)",4
368,29,"C2 x D184",4
368,31,"D8 x D46",2
368,33,"Q8 x D46",2
368,41,"C2 x C2 x C2 x D46",8
370,3,"D370",1
372,8,"S3 x D62",1
372,14,"D372",2
374,3,"D374",1
376,3,"C47 : Q8",2
376,5,"D376",2
376,11,"C2 x C2 x D94",4
378,5,"D378",1
378,42,"(C9 x C3) : D14",1
378,59,"(C3 x C3 x C3) : D14",1
380,7,"D10 x D38",1
380,10,"D380",2
382,1,"D382",1
384,9,"D384",2
384,11,"C3 : Q128",2
384,638,"C3 : ((((C4 x C4) : C2) : C2) : C2)",4
384,641,"C3 : (C8 : Q16)",4
384,1620,"C3 : (C16 : Q8)",4
384,1636,"C3 : (((C2 x D16) : C2) : C2)",4
384,1642,"C3 : (C4 : Q32)",4
384,1943,"C2 x D192",4
384,1946,"C2 x (C3 : Q64)",4
384,1951,"D64 x S3",2
384,1958,"Q64 x S3",2
384,5573,"(((C2 x ((C4 x C2) : C2)) : C2) : C3) : C2",2
384,5577,"C2 . ((((C2 x C2 x C2 x C2) : C2) : C3) : C2) = ((C2 x C2 x Q8) : C3) . (C2 x C2)",2
384,5887,"C3 : ((C4 x C4) : Q8)",8
384,5894,"C3 : ((C2 x ((C4 x C4) : C2)) : C2)",8
384,11017,"C2 x (C3 : (C8 : Q8))",8
384,11041,"C2 x (C3 : (((C4 x C4) : C2) : C2))",8
384,11050,"C2 x (C3 : (C4 : Q16))",8
384,12008,"D8 x D48",4
384,12021,"D8 x (C3 : Q16)",4
384,12149,"D16 x (C3 : Q8)",4
384,12181,"D16 x D24",4
384,12281,"Q16 x (C3 : Q8)",4
384,12309,"Q16 x D24",4
384,12470,"C3 : (((C8 : (C2 x C2)) : C2) : C2)",2
384,12471,"C3 : ((((C2 x Q8) : C2) : C2) : C2)",2
384,12504,"Q8 x D48",4
384,12512,"(C3 : Q16) x Q8",4
384,12852,"(((C4 x C4) : C2) : C2) x S3",2
384,12873,"((C4 : Q8) : C2) x S3",2
384,12882,"(((C2 x C2 x C2 x C2) : C2) : C2) x S3",2
384,14357,"(((C4 x C4) : C2) : C2) x S3",4
384,14374,"(C4 : Q16) x S3",4
384,14513,"(C8 : Q8) x S3",4
384,14577,"C2 x C2 x D96",8
384,14580,"C2 x C2 x (C3 : Q32)",8
384,14589,"C3 : ((C2 x D32) : C2)",2
384,14591,"C3 : ((C2 x Q32) : C2)",2
384,14592,"C2 x D32 x S3",4
384,14601,"C2 x Q32 x S3",4
384,14607,"C3 : ((C2 x D32) : C2)",2
384,14609,"C3 : ((C2 x Q32) : C2)",2
384,17948,"C2 x ((((C2 x C2 x C2 x C2) : C2) : C3) : C2)",2
384,17949,"C2 x ((((C4 x C4) : C2) : C3) : C2)",2
384,18032,"D16 x S4",2
384,18039,"Q16 x S4",2
384,18246,"C2 x C2 x (C3 : (C4 : Q8))",16
384,18254,"C2 x C2 x (C3 : ((C4 x C4) : C2))",16
384,18331,"C2 x (D8 x (C3 : Q8))",8
384,18354,"C2 x D8 x D24",8
384,18376,"C2 x ((C3 : Q8) x Q8)",8
384,18389,"C2 x Q8 x D24",8
384,18403,"C3 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
384,18404,"C3 : (((C4 : Q8) : C2) : C2)",4
384,18422,"C3 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
384,18491,"C2 x (((C2 x C2 x C2 x C2) : C2) x S3)",8
384,18598,"C3 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
384,18615,"C3 : ((C2 x ((C2 x C2 x C2 x C2) : C2)) : C2)",4
384,18767,"C2 x (((C4 x C4) : C2) x S3)",8
384,18782,"C2 x ((C4 : Q8) x S3)",8
384,18818,"C3 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
384,18819,"C3 : (((C2 x ((C4 x C2) : C2)) : C2) : C2)",4
384,18857,"C3 : (((C4 : Q8) : C2) : C2)",4
384,19195,"D8 x D8 x S3",4
384,19334,"Q8 x D8 x S3",4
384,19621,"Q8 x S3 x Q8",4
384,19724,"C2 x C2 x C2 x D48",16
384,19727,"C2 x C2 x C2 x (C3 : Q16)",16
384,19737,"C2 x (C3 : ((C2 x D16) : C2))",4
384,19740,"C2 x (C3 : ((C2 x Q16) : C2))",4
384,19745,"C2 x C2 x D16 x S3",8
384,19754,"C2 x C2 x Q16 x S3",8
384,19760,"C2 x (C3 : ((C2 x D16) : C2))",4
384,19762,"C2 x (C3 : ((C2 x Q16) : C2))",4
384,19778,"((C2 x D16) : C2) x S3",2
384,19785,"((C2 x Q16) : C2) x S3",2
384,20051,"C2 x D8 x S4",4
384,20057,"C2 x Q8 x S4",4
384,20060,"C2 x C2 x ((C2 . S4 = SL(2;3) . C2) : C2)",8
384,20062,"C2 x C2 x ((((C4 x C2) : C2) : C3) : C2)",8
384,20074,"(C2 x ((((C4 x C2) : C2) : C3) : C2)) : C2",2
384,20075,"(((((C4 x C2) : C2) : C3) : C2) : C2) : C2",2
384,20128,"C2 x C2 x C2 x C2 x (C3 : Q8)",32
384,20130,"C2 x C2 x C2 x C2 x D24",32
384,20133,"C2 x C2 x C2 x D8 x S3",16
384,20136,"C2 x C2 x C2 x Q8 x S3",16
384,20138,"C2 x C2 x (C3 : ((C2 x Q8) : C2))",8
384,20140,"C2 x C2 x (C3 : ((C2 x C2 x C2) : (C2 x C2)))",8
384,20143,"C2 x (((C2 x C2 x C2) : (C2 x C2)) x S3)",4
384,20146,"C2 x (((C2 x Q8) : C2) x S3)",4
384,20148,"C3 : ((C2 x ((C2 x Q8) : C2)) : C2)",2
384,20150,"C3 : ((C2 x ((C2 x C2 x C2) : (C2 x C2))) : C2)",2
384,20162,"C2 x C2 x C2 x C2 x S4",16
384,20168,"C2 x C2 x C2 x C2 x C2 x C2 x S3",64
386,1,"D386",1
388,4,"D388",2
390,11,"D390",1
392,3,"C49 : Q8",2
392,5,"D392",2
392,12,"C2 x C2 x D98",4
392,28,"(C7 x C7) : Q8",2
392,30,"(C7 x C7) : D8",2
392,41,"C2 x D14 x D14",2
392,43,"C2 x C2 x ((C7 x C7) : C2)",4
394,1,"D394",1
396,5,"D22 x D18",1
396,9,"D396",2
396,20,"((C3 x C3) : C2) x D22",1
396,22,"S3 x D66",1
396,29,"C2 x ((C3 x C3) : D22)",2
398,1,"D398",1
400,4,"C25 : Q16",2
400,8,"D400",2
400,35,"C2 x (C25 : Q8)",4
400,37,"C2 x D200",4
400,39,"D8 x D50",2
400,41,"Q8 x D50",2
400,54,"C2 x C2 x C2 x D50",8
400,95,"(C5 x C5) : D16",2
400,96,"(C5 x C5) : Q16",2
400,163,"(C5 : Q8) x D10",2
400,170,"D40 x D10",2
400,191,"C2 x ((C5 x C5) : Q8)",4
400,193,"C2 x ((C5 x C5) : D8)",4
400,195,"D8 x ((C5 x C5) : C2)",2
400,197,"Q8 x ((C5 x C5) : C2)",2
400,218,"C2 x C2 x D10 x D10",4
400,220,"C2 x C2 x C2 x ((C5 x C5) : C2)",8
402,5,"D402",1
404,4,"D404",2
406,5,"D406",1
408,25,"C3 : (C17 : Q8)",2
408,27,"D408",2
408,41,"C2 x S3 x D34",2
408,45,"C2 x C2 x D102",4
410,5,"D410",1
412,3,"D412",2
414,3,"D414",1
414,9,"(C3 x C3) : D46",1
416,6,"D416",2
416,8,"C13 : Q32",2
416,90,"C13 : (C4 : Q8)",4
416,95,"C13 : ((C4 x C4) : C2)",4
416,124,"C2 x D208",4
416,126,"C2 x (C13 : Q16)",4
416,131,"D16 x D26",2
416,138,"Q16 x D26",2
416,212,"C2 x C2 x (C13 : Q8)",8
416,214,"C2 x C2 x D104",8
416,216,"C2 x D8 x D26",4
416,219,"C2 x Q8 x D26",4
416,223,"C13 : ((C2 x C2 x C2) : (C2 x C2))",2
416,224,"C13 : ((C2 x Q8) : C2)",2
416,234,"C2 x C2 x C2 x C2 x D26",16
418,3,"D418",1
420,26,"D30 x D14",1
420,28,"D10 x D42",1
420,29,"S3 x D70",1
420,40,"D420",2
422,1,"D422",1
424,4,"C53 : Q8",2
424,6,"D424",2
424,13,"C2 x C2 x D106",4
426,3,"D426",1
428,3,"D428",2
430,3,"D430",1
432,4,"C27 : Q16",2
432,8,"D432",2
432,43,"C2 x (C27 : Q8)",4
432,45,"C2 x D216",4
432,47,"D8 x D54",2
432,49,"Q8 x D54",2
432,168,"(C9 x C3) : Q16",2
432,172,"(C9 x C3) : D16",2
432,227,"C2 x C2 x C2 x D54",8
432,236,"((C3 x C3) : C3) : Q16",2
432,280,"(C3 : Q8) x D18",2
432,284,"S3 x (C9 : Q8)",2
432,291,"S3 x D72",2
432,292,"D24 x D18",2
432,380,"C2 x ((C9 x C3) : Q8)",4
432,382,"C2 x ((C9 x C3) : D8)",4
432,388,"D8 x ((C9 x C3) : C2)",2
432,392,"Q8 x ((C9 x C3) : C2)",2
432,499,"(C3 x C3 x C3) : D16",2
432,500,"(C3 x C3 x C3) : Q16",2
432,521,"D18 x S4",1
432,530,"C2 x (((C3 x C3) : C3) : D8)",2
432,544,"C2 x C2 x S3 x D18",4
432,560,"C2 x C2 x C2 x ((C9 x C3) : C2)",8
432,660,"((C3 x C3) : Q8) x S3",2
432,663,"((C3 x C3) : C2) x (C3 : Q8)",2
432,671,"((C12 x C3) : C2) x S3",2
432,672,"((C3 x C3) : C2) x D24",2
432,720,"C2 x ((C3 x C3 x C3) : Q8)",4
432,722,"C2 x ((C3 x C3 x C3) : D8)",4
432,724,"D8 x ((C3 x C3 x C3) : C2)",2
432,726,"Q8 x ((C3 x C3 x C3) : C2)",2
432,741,"((S3 x S3) : C2) x S3",1
432,746,"((C3 x C3) : C2) x S4",1
432,759,"C2 x S3 x S3 x S3",2
432,768,"C2 x C2 x (((C3 x C3) : C2) x S3)",4
432,774,"C2 x C2 x C2 x ((C3 x C3 x C3) : C2)",8
434,3,"D434",1
436,4,"D436",2
438,5,"D438",1
440,34,"C5 : (C11 : Q8)",2
440,36,"D440",2
440,47,"C2 x D10 x D22",2
440,50,"C2 x C2 x D110",4
442,3,"D442",1
444,11,"S3 x D74",1
444,17,"D444",2
446,1,"D446",1
448,5,"D448",2
448,7,"C7 : Q64",2
448,216,"C7 : (C8 : Q8)",4
448,229,"C7 : ((C2 x D16) : C2)",4
448,233,"C7 : (C4 : Q16)",4
448,436,"C2 x D224",4
448,439,"C2 x (C7 : Q32)",4
448,444,"D32 x D14",2
448,451,"Q32 x D14",2
448,921,"C2 x (C7 : (C4 : Q8))",8
448,928,"C2 x (C7 : ((C4 x C4) : C2))",8
448,990,"D8 x (C7 : Q8)",4
448,1002,"D8 x D56",4
448,1019,"Q8 x (C7 : Q8)",4
448,1028,"Q8 x D56",4
448,1041,"((C2 x C2 x C2 x C2) : C2) x D14",4
448,1167,"((C4 x C4) : C2) x D14",4
448,1176,"(C4 : Q8) x D14",4
448,1193,"C2 x C2 x D112",8
448,1195,"C2 x C2 x (C7 : Q16)",8
448,1205,"C7 : ((C2 x D16) : C2)",2
448,1206,"C7 : (((C8 x C2) : C2) : C2)",2
448,1207,"C2 x D16 x D14",4
448,1216,"C2 x Q16 x D14",4
448,1222,"C7 : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
448,1224,"C7 : (((C2 x Q8) : C2) : C2)",2
448,1365,"C2 x C2 x C2 x (C7 : Q8)",16
448,1367,"C2 x C2 x C2 x D56",16
448,1369,"C2 x C2 x D8 x D14",8
448,1372,"C2 x C2 x Q8 x D14",8
448,1376,"C2 x (C7 : ((C2 x C2 x C2) : (C2 x C2)))",4
448,1377,"C2 x (C7 : ((C2 x Q8) : C2))",4
448,1379,"((C2 x C2 x C2) : (C2 x C2)) x D14",2
448,1381,"((C2 x Q8) : C2) x D14",2
448,1395,"C2 x C2 x C2 x C2 x C2 x D14",32
450,3,"D450",1
450,9,"(C3 x C3) : D50",1
450,18,"C9 : ((C5 x C5) : C2)",1
450,33,"(C3 x C3) : ((C5 x C5) : C2)",1
452,4,"D452",2
454,1,"D454",1
456,34,"C3 : (C19 : Q8)",2
456,36,"D456",2
456,47,"C2 x S3 x D38",2
456,53,"C2 x C2 x D114",4
458,1,"D458",1
460,7,"D10 x D46",1
460,10,"D460",2
462,11,"D462",1
464,7,"D464",2
464,8,"C29 : Q16",2
464,35,"C2 x (C29 : Q8)",4
464,37,"C2 x D232",4
464,39,"D8 x D58",2
464,41,"Q8 x D58",2
464,50,"C2 x C2 x C2 x D58",8
466,1,"D466",1
468,11,"D26 x D18",1
468,17,"D468",2
468,43,"((C3 x C3) : C2) x D26",1
468,45,"S3 x D78",1
468,54,"C2 x ((C3 x C3) : D26)",2
470,3,"D470",1
472,3,"C59 : Q8",2
472,5,"D472",2
472,11,"C2 x C2 x D118",4
474,5,"D474",1
476,7,"D14 x D34",1
476,10,"D476",2
478,1,"D478",1
480,159,"D480",2
480,161,"C3 : (C5 : Q32)",2
480,324,"D48 x D10",2
480,328,"S3 x D80",2
480,335,"(C3 : Q16) x D10",2
480,338,"S3 x (C5 : Q16)",2
480,834,"C3 : (C5 : (C4 : Q8))",4
480,839,"C3 : (C5 : ((C4 x C4) : C2))",4
480,868,"C2 x D240",4
480,870,"C2 x (C3 : (C5 : Q16))",4
480,875,"D16 x D30",2
480,882,"Q16 x D30",2
480,1073,"C2 x ((C3 : Q8) x D10)",4
480,1077,"C3 : (C5 : ((C2 x Q8) : C2))",2
480,1078,"C2 x (S3 x (C5 : Q8))",4
480,1087,"C2 x D24 x D10",4
480,1088,"C2 x S3 x D40",4
480,1095,"C3 : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
480,1097,"D8 x S3 x D10",2
480,1107,"Q8 x S3 x D10",2
480,1165,"C2 x C2 x (C3 : (C5 : Q8))",8
480,1167,"C2 x C2 x D120",8
480,1169,"C2 x D8 x D30",4
480,1172,"C2 x Q8 x D30",4
480,1176,"C3 : (C5 : ((C2 x C2 x C2) : (C2 x C2)))",2
480,1177,"C3 : (C5 : ((C2 x Q8) : C2))",2
480,1193,"C2 x D10 x S4",2
480,1207,"C2 x C2 x C2 x S3 x D10",8
480,1212,"C2 x C2 x C2 x C2 x D30",16
482,1,"D482",1
484,3,"D484",2
484,9,"D22 x D22",1
484,11,"C2 x ((C11 x C11) : C2)",2
486,1,"D486",1
486,50,"(C27 x C9) : C2",1
486,60,"(C81 x C3) : C2",1
486,180,"(C9 x C9 x C3) : C2",1
486,184,"(C27 x C3 x C3) : C2",1
486,247,"(C9 x C3 x C3 x C3) : C2",1
486,260,"(C3 x C3 x C3 x C3 x C3) : C2",1
488,4,"C61 : Q8",2
488,6,"D488",2
488,13,"C2 x C2 x D122",4
490,3,"D490",1
490,9,"C5 : ((C7 x C7) : C2)",1
492,7,"S3 x D82",1
492,11,"D492",2
494,3,"D494",1
496,6,"D496",2
496,7,"C31 : Q16",2
496,27,"C2 x (C31 : Q8)",4
496,29,"C2 x D248",4
496,31,"D8 x D62",2
496,33,"Q8 x D62",2
496,41,"C2 x C2 x C2 x D62",8
498,3,"D498",1
500,4,"D500",2
500,26,"D10 x D50",1
500,32,"C2 x ((C25 x C5) : C2)",2
500,51,"((C5 x C5) : C2) x D10",1
500,55,"C2 x ((C5 x C5 x C5) : C2)",2
502,1,"D502",1
504,34,"C9 : (C7 : Q8)",2
504,36,"D504",2
504,59,"C2 x D14 x D18",2
504,65,"C2 x C2 x D126",4
504,148,"(C3 x C3) : (C7 : Q8)",2
504,150,"(C3 x C3) : D56",2
504,172,"S3 x S3 x D14",1
504,190,"C2 x (((C3 x C3) : C2) x D14)",2
504,192,"C2 x S3 x D42",2
504,201,"C2 x C2 x ((C3 x C3) : D14)",4
506,5,"D506",1
508,3,"D508",2
510,7,"D510",1
514,1,"D514",1
516,8,"S3 x D86",1
516,14,"D516",2
518,3,"D518",1
520,28,"C5 : (C13 : Q8)",2
520,30,"D520",2
520,45,"C2 x D10 x D26",2
520,48,"C2 x C2 x D130",4
522,3,"D522",1
522,9,"(C3 x C3) : D58",1
524,3,"D524",2
526,1,"D526",1
528,66,"D528",2
528,67,"C3 : (C11 : Q16)",2
528,96,"(C3 : Q8) x D22",2
528,99,"S3 x (C11 : Q8)",2
528,107,"D24 x D22",2
528,108,"S3 x D88",2
528,146,"C2 x (C3 : (C11 : Q8))",4
528,148,"C2 x D264",4
528,150,"D8 x D66",2
528,152,"Q8 x D66",2
528,160,"D22 x S4",1
528,164,"C2 x C2 x S3 x D22",4
528,169,"C2 x C2 x C2 x D66",8
530,3,"D530",1
532,5,"D14 x D38",1
532,8,"D532",2
534,3,"D534",1
536,3,"C67 : Q8",2
536,5,"D536",2
536,11,"C2 x C2 x D134",4
538,1,"D538",1
540,7,"D10 x D54",1
540,11,"D540",2
540,48,"D10 x ((C9 x C3) : C2)",1
540,52,"S3 x D90",1
540,53,"D30 x D18",1
540,75,"C2 x ((C9 x C3) : D10)",2
540,104,"((C3 x C3 x C3) : C2) x D10",1
540,106,"((C3 x C3) : C2) x D30",1
540,107,"S3 x ((C15 x C3) : C2)",1
540,118,"C2 x ((C3 x C3 x C3) : D10)",2
542,1,"D542",1
544,6,"D544",2
544,8,"C17 : Q32",2
544,91,"C17 : (C4 : Q8)",4
544,96,"C17 : ((C4 x C4) : C2)",4
544,125,"C2 x D272",4
544,127,"C2 x (C17 : Q16)",4
544,132,"D16 x D34",2
544,139,"Q16 x D34",2
544,221,"C2 x C2 x (C17 : Q8)",8
544,223,"C2 x C2 x D136",8
544,225,"C2 x D8 x D34",4
544,228,"C2 x Q8 x D34",4
544,232,"C17 : ((C2 x C2 x C2) : (C2 x C2))",2
544,233,"C17 : ((C2 x Q8) : C2)",2
544,245,"C2 x C2 x C2 x C2 x D34",16
546,23,"D546",1
548,4,"D548",2
550,5,"D550",1
550,15,"(C5 x C5) : D22",1
552,23,"C3 : (C23 : Q8)",2
552,25,"D552",2
552,34,"C2 x S3 x D46",2
552,38,"C2 x C2 x D138",4
554,1,"D554",1
556,3,"D556",2
558,5,"D558",1
558,15,"(C3 x C3) : D62",1
560,67,"D560",2
560,68,"C5 : (C7 : Q16)",2
560,109,"(C5 : Q8) x D14",2
560,112,"D10 x (C7 : Q8)",2
560,120,"D40 x D14",2
560,121,"D10 x D56",2
560,156,"C2 x (C5 : (C7 : Q8))",4
560,158,"C2 x D280",4
560,160,"D8 x D70",2
560,162,"Q8 x D70",2
560,176,"C2 x C2 x D10 x D14",4
560,179,"C2 x C2 x C2 x D70",8
562,1,"D562",1
564,5,"S3 x D94",1
564,9,"D564",2
566,1,"D566",1
568,3,"C71 : Q8",2
568,5,"D568",2
568,11,"C2 x C2 x D142",4
570,11,"D570",1
572,7,"D22 x D26",1
572,10,"D572",2
574,3,"D574",1
576,7,"D576",2
576,9,"C9 : Q64",2
576,244,"C9 : (C8 : Q8)",4
576,247,"C9 : (C4 : Q16)",4
576,259,"C9 : ((C2 x D16) : C2)",4
576,464,"C2 x D288",4
576,467,"C2 x (C9 : Q32)",4
576,472,"D32 x D18",2
576,479,"Q32 x D18",2
576,1196,"(C3 x C3) : D64",2
576,1198,"(C3 x C3) : Q64",2
576,1452,"C2 x (C9 : (C4 : Q8))",8
576,1459,"C2 x (C9 : ((C4 x C4) : C2))",8
576,1521,"D8 x (C9 : Q8)",4
576,1533,"D8 x D72",4
576,1550,"Q8 x (C9 : Q8)",4
576,1559,"Q8 x D72",4
576,1572,"((C2 x C2 x C2 x C2) : C2) x D18",4
576,1698,"((C4 x C4) : C2) x D18",4
576,1707,"(C4 : Q8) x D18",4
576,1720,"C2 x C2 x (C9 : Q16)",8
576,1725,"C2 x C2 x D144",8
576,1736,"C9 : ((C2 x D16) : C2)",2
576,1737,"C9 : (((C8 x C2) : C2) : C2)",2
576,1738,"C2 x D16 x D18",4
576,1747,"C2 x Q16 x D18",4
576,1753,"C9 : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
576,1755,"C9 : (((C2 x Q8) : C2) : C2)",2
576,2112,"D96 x S3",2
576,2119,"(C3 : Q32) x S3",2
576,4263,"(C3 x C3) : (C8 : Q8)",4
576,4276,"(C3 x C3) : ((C2 x D16) : C2)",4
576,4280,"(C3 x C3) : (C4 : Q16)",4
576,4483,"C2 x ((C3 x C3) : D32)",4
576,4486,"C2 x ((C3 x C3) : Q32)",4
576,4491,"D32 x ((C3 x C3) : C2)",2
576,4498,"Q32 x ((C3 x C3) : C2)",2
576,5008,"C2 x C2 x C2 x (C9 : Q8)",16
576,5010,"C2 x C2 x C2 x D72",16
576,5012,"C2 x C2 x D8 x D18",8
576,5015,"C2 x C2 x Q8 x D18",8
576,5019,"C2 x (C9 : ((C2 x C2 x C2) : (C2 x C2)))",4
576,5020,"C2 x (C9 : ((C2 x Q8) : C2))",4
576,5022,"((C2 x C2 x C2) : (C2 x C2)) x D18",2
576,5024,"((C2 x Q8) : C2) x D18",2
576,5740,"(C3 : Q8) x (C3 : Q8)",4
576,5774,"(C3 : (C4 : Q8)) x S3",4
576,5780,"D24 x (C3 : Q8)",4
576,5880,"(C3 : ((C4 x C4) : C2)) x S3",4
576,5884,"D24 x D24",4
576,6554,"C2 x D48 x S3",4
576,6562,"(C3 x C3) : ((C2 x D16) : C2)",2
576,6570,"C2 x ((C3 : Q16) x S3)",4
576,6574,"(C3 x C3) : ((C2 x Q16) : C2)",2
576,6606,"D16 x S3 x S3",2
576,6640,"Q16 x S3 x S3",2
576,7821,"C2 x ((C3 x C3) : (C4 : Q8))",8
576,7828,"C2 x ((C3 x C3) : ((C4 x C4) : C2))",8
576,7890,"D8 x ((C3 x C3) : Q8)",4
576,7902,"D8 x ((C12 x C3) : C2)",4
576,7919,"Q8 x ((C3 x C3) : Q8)",4
576,7928,"Q8 x ((C12 x C3) : C2)",4
576,7941,"((C2 x C2 x C2 x C2) : C2) x ((C3 x C3) : C2)",4
576,8067,"((C4 x C4) : C2) x ((C3 x C3) : C2)",4
576,8076,"(C4 : Q8) x ((C3 x C3) : C2)",4
576,8093,"C2 x C2 x ((C3 x C3) : D16)",8
576,8095,"C2 x C2 x ((C3 x C3) : Q16)",8
576,8105,"(C3 x C3) : ((C2 x D16) : C2)",2
576,8106,"(C3 x C3) : (((C8 x C2) : C2) : C2)",2
576,8107,"C2 x (D16 x ((C3 x C3) : C2))",4
576,8116,"C2 x (Q16 x ((C3 x C3) : C2))",4
576,8122,"(C3 x C3) : (((C2 x C2 x C2) : (C2 x C2)) : C2)",2
576,8124,"(C3 x C3) : (((C2 x Q8) : C2) : C2)",2
576,8267,"C2 x C2 x C2 x C2 x C2 x D18",32
576,8301,"(C3 : Q8) x S4",2
576,8313,"D24 x S4",2
576,8333,"S3 x ((C2 . S4 = SL(2;3) . C2) : C2)",2
576,8340,"S3 x ((((C4 x C2) : C2) : C3) : C2)",2
